timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658380377.53892,371,337,372,437,304,409
1658380379.55399,464,509,370,441,410,497
1658380381.66117,485,493,382,465,333,369
1658380383.70529,532,319,370,497,613,770
1658380385.71882,307,314,400,556,445,383
