timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658383763.65422,573,533,295,352,333,380
1658383765.68248,480,378,333,680,391,335
1658383768.34959,403,447,377,338,573,588
1658383770.37454,495,389,458,433,553,495
1658383772.38923,461,462,369,407,333,369
