timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658380095.35458,435,348,417,472,676,421
1658380095.45461,435,348,418,483,676,428
1658380095.55463,436,349,425,495,676,430
1658380095.65467,436,348,425,508,675,437
1658380095.75458,435,349,425,517,676,439
1658380095.85466,436,348,425,529,675,441
1658380095.95468,436,348,425,539,675,442
1658380096.0546,436,348,425,543,672,442
1658380096.15461,437,348,425,544,672,442
1658380096.25457,437,349,425,544,672,442
1658380096.35454,437,349,425,544,672,441
1658380096.45465,437,348,426,544,666,428
1658380096.55455,437,349,424,541,646,400
1658380096.6546,437,349,430,539,623,371
1658380096.75482,437,350,433,533,604,345
1658380096.85465,430,350,434,526,583,335
1658380096.9546,420,351,436,522,562,334
1658380097.05465,410,352,438,518,544,334
1658380097.15463,399,354,440,513,522,335
1658380097.25454,394,356,440,509,500,334
1658380097.35474,394,358,441,503,475,335
1658380097.45454,394,360,441,500,460,335
1658380097.55457,394,361,441,495,440,334
1658380097.65471,394,364,441,494,420,335
1658380097.75461,394,365,441,494,399,334
1658380097.85455,394,365,440,494,395,334
1658380097.95477,394,365,441,493,393,335
1658380098.05482,394,365,440,493,395,334
1658380098.1546,394,365,440,493,395,334
1658380098.2546,394,365,440,493,394,335
1658380098.35633,394,365,440,493,395,335
1658380098.45469,394,367,442,493,394,334
1658380098.55473,394,380,447,493,395,332
1658380098.65471,394,387,454,492,395,329
1658380098.75451,394,395,461,491,396,325
1658380098.85465,394,405,470,491,396,320
1658380098.9546,387,415,477,491,399,318
1658380099.05463,387,425,484,491,403,314
1658380099.15477,386,435,494,491,406,309
1658380099.25473,385,447,499,490,409,306
1658380099.35455,382,451,507,489,410,301
1658380099.45455,382,464,514,487,413,298
1658380099.55456,378,474,523,487,412,295
1658380099.6546,375,483,530,487,412,291
1658380099.75465,375,483,538,487,413,287
1658380099.85467,375,484,544,487,413,282
1658380099.9545,375,484,545,487,413,279
1658380100.05458,372,484,545,487,413,277
1658380100.15459,372,484,545,487,414,276
1658380100.25456,371,484,545,487,413,276
1658380100.35457,371,484,545,487,413,277
1658380100.45474,371,484,545,487,413,276
1658380100.55451,379,483,542,481,413,276
1658380100.65458,415,484,534,470,412,276
1658380100.75459,456,481,525,462,411,275
1658380100.85471,493,479,517,453,407,275
1658380100.95477,529,474,508,443,403,275
1658380101.05474,567,471,501,435,403,273
1658380101.15494,575,470,499,425,400,272
1658380101.25461,575,470,499,416,394,271
1658380101.35454,575,471,499,409,393,271
1658380101.45465,575,471,499,400,392,272
1658380101.5549,575,470,499,389,387,271
1658380101.65461,575,470,499,384,387,272
1658380101.75448,575,470,499,381,382,271
1658380101.85457,575,470,499,381,380,271
1658380101.95459,575,471,499,381,377,272
1658380102.05477,575,470,499,381,376,270
1658380102.15488,575,470,499,381,376,272
1658380102.25461,575,470,499,381,376,271
1658380102.35474,575,470,499,381,376,271
1658380102.45477,575,470,498,381,376,277
1658380102.55458,575,469,493,382,375,317
1658380102.65502,571,467,481,392,368,371
1658380102.75476,558,467,471,400,367,422
1658380102.85485,541,466,462,406,366,471
1658380102.95462,524,464,451,415,365,523
1658380103.05474,510,463,443,424,360,577
1658380103.15475,492,461,433,431,358,624
1658380103.25454,477,459,423,438,354,670
1658380103.35456,463,458,415,446,355,677
