timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658379876.41863,411,500,583,496,458,405
1658379876.51868,405,491,583,496,458,400
1658379876.61874,404,483,582,496,457,400
1658379876.71867,404,474,583,496,459,399
1658379876.81869,404,465,583,496,459,400
1658379876.91865,404,464,583,496,458,399
1658379877.01864,404,463,583,496,459,399
1658379877.11863,404,463,583,496,458,399
1658379877.21878,404,463,583,496,458,399
1658379877.31863,404,463,583,496,459,400
1658379877.41862,404,463,582,494,458,400
1658379877.51893,404,461,582,485,459,403
1658379877.61861,404,457,583,462,463,414
1658379877.71871,404,452,583,440,466,425
1658379877.81865,404,447,583,421,474,437
1658379877.9187,404,439,583,399,480,448
1658379878.01865,413,437,583,378,482,460
1658379878.11871,419,432,582,359,487,460
1658379878.21869,425,426,583,335,493,461
1658379878.31862,432,422,583,332,496,461
1658379878.41866,441,418,583,335,500,461
1658379878.5187,447,414,583,332,503,461
1658379878.61871,454,407,583,332,509,460
1658379878.7187,460,406,583,332,512,461
1658379878.81873,465,406,583,332,516,465
1658379878.91862,467,406,583,332,517,462
1658379879.01863,467,406,583,332,519,461
1658379879.11868,467,406,583,332,520,462
1658379879.21867,468,406,583,332,519,462
1658379879.31888,468,405,583,332,520,462
1658379879.41877,468,406,583,332,520,462
1658379879.51864,468,405,583,332,517,469
1658379879.61864,468,405,583,331,495,491
1658379879.71864,466,403,583,332,455,513
1658379879.81869,445,398,583,332,420,531
1658379879.91872,421,397,583,333,389,555
1658379880.01871,404,395,583,335,390,577
1658379880.11864,385,393,583,335,394,595
1658379880.21864,367,391,583,335,390,621
1658379880.31868,346,387,584,335,391,639
1658379880.41871,329,387,583,335,391,664
1658379880.5186,314,383,583,335,392,686
1658379880.61865,312,382,583,337,391,704
1658379880.71876,311,380,583,337,391,722
1658379880.81869,311,376,583,337,391,720
1658379880.91858,311,375,583,338,392,722
1658379881.01867,312,375,583,339,391,721
1658379881.11869,311,372,583,339,391,721
1658379881.21857,311,371,583,339,392,719
1658379881.31868,311,372,583,340,391,721
1658379881.41868,311,372,583,339,390,721
1658379881.51923,311,371,583,343,392,713
1658379881.61864,311,370,583,355,390,694
1658379881.7187,311,366,583,370,389,665
1658379881.81867,311,363,583,384,384,637
1658379881.91866,312,362,583,400,377,613
1658379882.01868,311,359,583,416,375,588
1658379882.11864,311,356,583,428,368,553
1658379882.2186,311,354,582,428,369,534
1658379882.31866,310,353,583,428,370,507
1658379882.41906,310,352,583,428,370,480
1658379882.51871,310,351,583,428,369,455
1658379882.61868,310,352,582,428,370,428
1658379882.71908,310,351,582,428,370,408
1658379882.81864,310,352,583,429,370,408
1658379882.91871,310,352,582,428,370,408
1658379883.01863,310,352,583,428,369,408
1658379883.11865,310,351,582,428,370,408
1658379883.21881,310,352,582,428,370,408
1658379883.31868,308,352,583,429,370,408
1658379883.41861,308,351,583,428,370,408
1658379883.51857,308,353,583,428,371,412
1658379883.61861,308,367,582,426,370,421
1658379883.71865,310,386,582,416,370,439
1658379883.81863,326,405,582,406,370,455
1658379883.91867,343,430,582,394,370,475
1658379884.01861,361,449,583,388,370,486
1658379884.11873,376,467,583,380,371,505
1658379884.21858,391,473,582,369,373,523
1658379884.31864,413,472,583,361,375,538
1658379884.41864,428,473,583,351,377,556
