timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658383405.28901,1400,600,400,1400,1200,1600
1658383407.30335,800,1600,1400,1000,800,1200
1658383409.31642,400,1200,1200,400,1200,1200
1658383411.32689,400,400,1200,1200,1000,600
1658383413.34237,1600,400,800,600,1600,400
