timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658380450.86456,1600,1200,1600,1400,1200,800
1658380452.87905,1400,600,600,800,800,1600
1658380454.89264,1000,400,1000,1000,1200,1400
1658380456.94026,400,800,600,800,1600,1000
1658380458.95523,600,1200,1000,400,1600,400
