timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658383825.19825,1400,1000,600,1400,800,400
1658383827.21113,1400,1400,1400,1000,1000,1000
1658383829.2283,600,600,600,800,1000,1200
1658383831.24154,1400,400,1400,400,800,600
1658383833.25507,400,1000,1400,1600,1600,400
