timestamp,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6
1658383701.38269,402,484,349,326,473,569
1658383701.48276,402,484,349,308,472,569
1658383701.58271,402,484,349,294,469,569
1658383701.68258,402,484,349,294,468,570
1658383701.78284,402,484,349,293,464,570
1658383701.88324,402,484,349,294,461,570
1658383701.98267,402,484,349,293,459,569
1658383702.08288,402,483,349,294,459,570
1658383702.18278,402,481,349,294,459,565
1658383702.28276,402,481,349,294,459,569
1658383702.38264,402,480,349,293,459,572
1658383702.48283,395,474,349,294,460,579
1658383702.58273,383,466,349,294,462,588
1658383702.68276,366,458,350,294,464,599
1658383702.78281,352,449,349,296,468,607
1658383702.8829,344,440,349,297,473,617
1658383702.98268,343,434,349,301,475,627
1658383703.08279,343,424,351,303,479,636
1658383703.1827,344,417,351,305,481,649
1658383703.28296,344,409,354,308,485,654
1658383703.38267,343,401,354,308,486,665
1658383703.48282,344,399,354,308,488,675
1658383703.58289,344,398,356,309,489,686
1658383703.68345,343,398,356,309,489,693
1658383703.78278,344,398,356,309,488,703
1658383703.88292,343,398,357,309,488,713
1658383703.98282,344,398,356,309,488,721
1658383704.08266,344,398,357,310,489,722
1658383704.18282,344,398,357,310,488,721
1658383704.28271,343,398,357,310,488,721
1658383704.38269,343,398,357,310,488,721
1658383704.48299,344,393,360,310,484,716
1658383704.58266,344,382,360,310,468,705
1658383704.68268,344,374,360,311,447,695
1658383704.78284,344,365,360,311,431,686
1658383704.88273,344,355,363,311,412,674
1658383704.98266,354,346,363,312,398,664
1658383705.08277,361,336,363,311,380,653
1658383705.18267,366,328,365,312,366,642
1658383705.2828,372,326,368,313,350,632
1658383705.38271,376,326,368,312,334,620
1658383705.48286,384,325,369,311,316,608
1658383705.58286,387,325,368,311,304,598
1658383705.68267,399,325,369,311,302,588
1658383705.7827,404,325,371,311,301,575
1658383705.88272,408,325,371,311,301,566
1658383705.98309,408,325,372,311,301,556
1658383706.08273,408,325,371,311,301,555
1658383706.18265,408,326,371,311,301,556
1658383706.28273,408,325,372,311,300,555
1658383706.38259,408,325,372,311,301,553
1658383706.48275,408,325,383,312,301,548
1658383706.58269,408,328,400,319,301,535
1658383706.68271,-32360,336,420,326,301,524
1658383706.7827,408,343,438,334,301,515
1658383706.88278,408,349,445,339,300,502
1658383706.98271,408,356,445,348,297,492
1658383707.08263,408,361,445,356,296,482
1658383707.18269,408,368,448,361,295,471
1658383707.28283,408,375,445,371,296,460
1658383707.38266,408,380,445,377,296,448
1658383707.48261,408,388,445,378,295,439
1658383707.5828,408,393,445,378,296,428
1658383707.68268,408,398,445,378,296,417
1658383707.78273,408,404,446,378,295,406
1658383707.88261,408,413,445,378,296,396
1658383707.98255,408,416,446,378,295,385
1658383708.0827,408,418,445,378,295,384
1658383708.18274,408,418,445,378,295,384
1658383708.28268,408,419,449,378,296,384
1658383708.3844,408,419,445,378,295,384
1658383708.48281,408,423,442,383,296,384
1658383708.58277,408,430,421,395,296,391
1658383708.68268,408,436,398,415,298,403
1658383708.78274,408,447,374,430,299,415
1658383708.88273,408,456,356,438,306,426
1658383708.98269,408,464,356,438,312,437
1658383709.08277,408,474,356,438,319,448
1658383709.18282,408,481,356,438,324,460
1658383709.28276,408,490,356,438,330,464
1658383709.38269,408,498,356,438,334,465
